zbs,fecha_informe,casos_confirmados_ultimos_14dias,tasa_incidencia_acumulada_ultimos_14dias,casos_confirmados_totales,tasa_incidencia_acumulada_total
Parque Coimbra,2020/08/11 09:31:00,16,130.93,240,1963.99
Parque Europa,2020/08/11 09:31:00,22,66.17,240,721.85
Parque Loranca,2020/08/11 09:31:00,29,93.32,224,720.84
Parque Oeste,2020/08/11 09:31:00,16,110.32,153,1054.95
Pavones,2020/08/11 09:31:00,20,123.65,309,1910.36
Perales de TajuÒa,2020/08/11 09:31:00,7,79.19,96,1086.1
Perales_del_Río,2020/08/11 09:31:00,16,166.18,106,1100.96
Peña_Prieta,2020/08/11 09:31:00,85,494.56,372,2164.43
PeÒagrande,2020/08/11 09:31:00,20,80,427,1708.07
Pilar,2020/08/11 09:31:00,35,83.86,750,1796.92
Pinto,2020/08/11 09:31:00,9,46.69,174,902.58
Pintores,2020/08/11 09:31:00,21,86.96,195,807.49
Pizarro,2020/08/11 09:31:00,8,48.54,305,1850.5
Portazgo,2020/08/11 09:31:00,18,100.42,334,1863.32
Potosí,2020/08/11 09:31:00,26,89.09,355,1216.38
Pozo_de_Tío_Raimundo,2020/08/11 09:31:00,8,111.17,124,1723.18
Pozuelo - EstaciÛn,2020/08/11 09:31:00,27,70.38,384,1001.02
Pozuelo - Somosaguas,2020/08/11 09:31:00,27,116.87,241,1043.15
PresentaciÛn Sabio,2020/08/11 09:31:00,34,152.09,282,1261.46
Prosperidad,2020/08/11 09:31:00,43,77.77,817,1477.56
Puerta_Bonita,2020/08/11 09:31:00,47,317.22,356,2402.81
Puerta de Madrid,2020/08/11 09:31:00,12,89.99,171,1282.34
Puerta_del_Ángel,2020/08/11 09:31:00,35,197.25,263,1482.19
Quinta_de_los_Molinos,2020/08/11 09:31:00,,17.63,109,960.69
Rafael_Alberti,2020/08/11 09:31:00,30,148.94,292,1449.64
RamÛn y Cajal,2020/08/11 09:31:00,21,106.11,325,1642.24
RascafrÌa,2020/08/11 09:31:00,,0,8,303.49
Reina Victoria,2020/08/11 09:31:00,48,138.42,613,1767.69
Rejas,2020/08/11 09:31:00,18,107.77,129,772.32
Reyes CatÛlicos,2020/08/11 09:31:00,69,330.48,264,1264.43
Reyes Magos,2020/08/11 09:31:00,12,45.44,452,1711.73
Rivas - La Paz,2020/08/11 09:31:00,13,55.51,274,1169.89
Rivas - Santa MÛnica,2020/08/11 09:31:00,19,51.12,265,713.06
Rivas - 1∫ de Mayo,2020/08/11 09:31:00,12,43.53,159,576.82
Robledo de Chavela,2020/08/11 09:31:00,,43.32,57,617.35
Rosa Luxemburgo,2020/08/11 09:31:00,18,74.67,213,883.56
San_Andrés,2020/08/11 09:31:00,61,260.19,354,1509.98
San Blas,2020/08/11 09:31:00,35,110.33,231,728.16
San_Cristóbal,2020/08/11 09:31:00,53,256.58,272,1316.81
San_Diego,2020/08/11 09:31:00,77,298.25,464,1797.27
San_Fermín,2020/08/11 09:31:00,75,316.54,356,1502.49
San Fernando,2020/08/11 09:31:00,14,71.16,248,1260.55
San_Isidro,2020/08/11 09:31:00,42,243.78,256,1485.87
San Juan de la Cruz,2020/08/11 09:31:00,53,212.36,378,1514.54
San Lorenzo de El Escorial,2020/08/11 09:31:00,18,84.58,222,1043.18
San MartÌn de Valdeiglesias,2020/08/11 09:31:00,,27.14,149,1347.81
San MartÌn de la Vega,2020/08/11 09:31:00,68,354.72,187,975.48
Sanchinarro,2020/08/11 09:31:00,28,95.79,253,865.49
Santa Eugenia,2020/08/11 09:31:00,19,78.15,369,1517.83
Sector Embarcaciones,2020/08/11 09:31:00,10,35.11,242,849.66
Sector III,2020/08/11 09:31:00,14,48.66,390,1355.58
Sector Oficios,2020/08/11 09:31:00,5,25.99,262,1361.75
Segovia,2020/08/11 09:31:00,29,127.47,272,1195.55
Segre,2020/08/11 09:31:00,25,65.69,559,1468.89
Sevilla la Nueva,2020/08/11 09:31:00,8,64.92,182,1477.03
Sierra de Guadarrama,2020/08/11 09:31:00,24,157.73,176,1156.68
Silvano,2020/08/11 09:31:00,30,73.42,424,1037.64
Simancas,2020/08/11 09:31:00,38,136.08,315,1128.06
Soto del Real,2020/08/11 09:31:00,12,47.86,208,829.58
S·nchez Morate,2020/08/11 09:31:00,28,153.07,205,1120.71
Torrelaguna,2020/08/11 09:31:00,,46.81,60,936.18
Torrelodones,2020/08/11 09:31:00,20,62.21,441,1371.65
Torres de la Alameda,2020/08/11 09:31:00,16,61.93,248,959.98
V Centenario,2020/08/11 09:31:00,21,133.19,183,1160.65
Valdeacederas,2020/08/11 09:31:00,27,103.7,414,1590.04
Valdebernardo,2020/08/11 09:31:00,21,132.35,340,2142.81
Valdelasfuentes,2020/08/11 09:31:00,10,38.03,269,1023.12
Valdemorillo,2020/08/11 09:31:00,6,47.93,62,495.29
Valdemoro,2020/08/11 09:31:00,17,39.26,581,1341.8
Valderribas,2020/08/11 09:31:00,14,70.33,167,838.99
Valdezarza,2020/08/11 09:31:00,37,80.45,778,1691.56
Valle_Inclán,2020/08/11 09:31:00,13,124.56,155,1485.1
Valle de la Oliva,2020/08/11 09:31:00,32,152.91,218,1041.72
Valleaguado,2020/08/11 09:31:00,12,56.45,244,1147.8
Vandel,2020/08/11 09:31:00,18,80.4,374,1670.46
Vicente_Muzas,2020/08/11 09:31:00,14,67.26,218,1047.27
Vicálvaro_Artilleros,2020/08/11 09:31:00,25,134.17,317,1701.28
Vicálvaro_Villablanca,2020/08/11 09:31:00,24,135.7,240,1357.01
Villa_Vallecas,2020/08/11 09:31:00,44,161.12,579,2120.26
Villa del Prado,2020/08/11 09:31:00,11,117.55,211,2254.76
Villaamil,2020/08/11 09:31:00,32,127.93,406,1623.09
Villanueva de la CaÒada,2020/08/11 09:31:00,22,61.76,358,1005.05
Villanueva del Pardillo,2020/08/11 09:31:00,21,122.24,143,832.36
Villarejo de SalvanÈs,2020/08/11 09:31:00,,28.27,105,742.15
Villaviciosa de OdÛn,2020/08/11 09:31:00,5,17.96,252,905.34
Vinateros_Torito,2020/08/11 09:31:00,35,113.09,555,1793.33
Virgen_de_Begoña,2020/08/11 09:31:00,10,103.69,210,2177.52
Virgen_del_Cortijo,2020/08/11 09:31:00,14,99.59,302,2148.24
Virgen del Val,2020/08/11 09:31:00,8,56.58,147,1039.68
Vista_Alegre,2020/08/11 09:31:00,70,189.39,508,1374.42
Zofío,2020/08/11 09:31:00,104,330.5,487,1547.65
Abrantes,2020/08/04 09:58:00,26,84.56,351,1141.54
Acacias,2020/08/04 09:58:00,14,72.05,255,1312.27
Adelfas,2020/08/04 09:58:00,12,41.14,460,1577.07
Alameda,2020/08/04 09:58:00,17,79.91,199,935.41
Alameda_de_Osuna,2020/08/04 09:58:00,22,75.86,346,1193.06
Alcalde BartolomÈ Gonz·lez,2020/08/04 09:58:00,54,251.43,302,1406.16
Alcalá_de_Guadaíra,2020/08/04 09:58:00,,24.48,181,1476.95
Alcobendas - Chopera,2020/08/04 09:58:00,30,108.84,222,805.43
Alcocer,2020/08/04 09:58:00,27,157.08,238,1384.61
Algete,2020/08/04 09:58:00,11,39.23,245,873.78
Alicante,2020/08/04 09:58:00,25,100.26,268,1074.75
Almendrales,2020/08/04 09:58:00,47,218.48,271,1259.76
Alpedrete,2020/08/04 09:58:00,7,48.03,163,1118.35
Alpes,2020/08/04 09:58:00,21,58.18,442,1224.51
Andrés_Mellado,2020/08/04 09:58:00,12,50.52,365,1536.52
Ángela_Uriarte,2020/08/04 09:58:00,23,84.87,363,1339.43
Antonio_Leyva,2020/08/04 09:58:00,17,124.28,131,957.67
Aquitania,2020/08/04 09:58:00,19,78.48,308,1272.2
Aranjuez,2020/08/04 09:58:00,12,27.29,379,862.03
Aravaca,2020/08/04 09:58:00,10,27.51,454,1249.04
Arganda del Rey,2020/08/04 09:58:00,12,55.2,254,1168.35
Arganda - Felicidad,2020/08/04 09:58:00,15,44.58,190,564.65
Argüelles,2020/08/04 09:58:00,19,78.83,299,1240.61
Arroyomolinos,2020/08/04 09:58:00,23,73.26,227,723.02
Barajas,2020/08/04 09:58:00,,17.04,156,886.01
Barcelona,2020/08/04 09:58:00,18,85.89,218,1040.23
Barrio del Puerto,2020/08/04 09:58:00,,26.31,125,822.26
Baviera,2020/08/04 09:58:00,9,61.07,198,1343.65
Benita_de_Ávila,2020/08/04 09:58:00,7,36.04,268,1379.74
Boadilla del Monte,2020/08/04 09:58:00,31,56.81,440,806.3
Br˙jula,2020/08/04 09:58:00,38,185.19,261,1271.99
Buenavista,2020/08/04 09:58:00,12,54.02,312,1404.58
Buitrago de Lozoya,2020/08/04 09:58:00,,18.32,43,787.69
Bustarviejo,2020/08/04 09:58:00,5,24.37,284,1384.35
Butarque,2020/08/04 09:58:00,,15.91,149,790.16
Cadalso de los Vidrios,2020/08/04 09:58:00,,35.7,60,1071.05
Campamento,2020/08/04 09:58:00,7,45.94,229,1502.82
Campo Real,2020/08/04 09:58:00,9,46.11,125,640.47
Campo_de_la_Paloma,2020/08/04 09:58:00,9,47.14,282,1476.98
Canal_de_Panamá,2020/08/04 09:58:00,11,35.15,330,1054.62
Canillejas,2020/08/04 09:58:00,19,66.51,361,1263.7
Carabanchel_Alto,2020/08/04 09:58:00,,12.09,207,833.9
Caramuel,2020/08/04 09:58:00,14,60.7,284,1231.3
Carmen Calzado,2020/08/04 09:58:00,10,64.18,205,1315.71
Casa_de_Campo,2020/08/04 09:58:00,6,46.24,202,1556.6
Castelló,2020/08/04 09:58:00,7,44.54,205,1304.4
Castilla la Nueva,2020/08/04 09:58:00,14,59.89,262,1120.81
Cea_Bermúdez,2020/08/04 09:58:00,11,56.62,269,1384.6
Cercedilla,2020/08/04 09:58:00,10,69.51,221,1536.11
Chopera,2020/08/04 09:58:00,33,105.12,452,1439.77
Ciempozuelos,2020/08/04 09:58:00,15,57.9,306,1181.24
Ciudad San Pablo,2020/08/04 09:58:00,,8.41,119,1000.76
Ciudad de los Periodistas,2020/08/04 09:58:00,10,39.79,394,1567.66
Collado Mediano,2020/08/04 09:58:00,9,71.02,80,631.31
Collado Villalba EstaciÛn,2020/08/04 09:58:00,16,56.18,263,923.39
Collado Villalba Pueblo,2020/08/04 09:58:00,7,35.03,194,970.92
Colmenar Viejo Norte,2020/08/04 09:58:00,,10.87,302,1641.93
Colmenar Viejo Sur,2020/08/04 09:58:00,8,24.72,229,707.69
Colmenar de Oreja,2020/08/04 09:58:00,5,28.27,79,446.63
Comillas,2020/08/04 09:58:00,13,58,269,1200.25
Cortes,2020/08/04 09:58:00,27,102.46,293,1111.87
Coslada - Jaime Vera,2020/08/04 09:58:00,,28.28,231,1633.09
Cuzco,2020/08/04 09:58:00,21,99.57,253,1199.62
Daganzo de Arriba,2020/08/04 09:58:00,,11.16,105,585.9
Daroca,2020/08/04 09:58:00,30,87.17,475,1380.25
Dehesa Vieja,2020/08/04 09:58:00,8,28.05,125,438.24
Dos de Mayo,2020/08/04 09:58:00,53,166.1,491,1538.75
Doctor_Cirajas,2020/08/04 09:58:00,19,56.07,444,1310.28
Doctor LaÌn Entralgo,2020/08/04 09:58:00,7,29.26,314,1312.54
Doctor Luengo RodrÌguez,2020/08/04 09:58:00,40,101,372,939.35
Doctor Tamames,2020/08/04 09:58:00,5,26.09,214,1116.62
Doctor Trueta,2020/08/04 09:58:00,,38.54,130,1252.41
El Bercial,2020/08/04 09:58:00,,16.02,99,528.51
El Escorial,2020/08/04 09:58:00,,12.37,151,934.29
El_Espinillo,2020/08/04 09:58:00,13,78.11,169,1015.44
El Greco,2020/08/04 09:58:00,5,28.45,181,1029.75
El Juncal,2020/08/04 09:58:00,23,84.93,288,1063.44
El Molar,2020/08/04 09:58:00,13,39.89,214,656.64
El Naranjo,2020/08/04 09:58:00,36,165.04,228,1045.25
El_Pardo,2020/08/04 09:58:00,,28.97,61,1767.09
El RestÛn,2020/08/04 09:58:00,6,18.36,360,1101.49
El Soto,2020/08/04 09:58:00,24,118.48,341,1683.45
Eloy_Gonzalo,2020/08/04 09:58:00,13,41.73,375,1203.7
Embajadores,2020/08/04 09:58:00,23,89.1,320,1239.59
Ensanche_Vallecas,2020/08/04 09:58:00,21,35.75,493,839.21
Entrevías,2020/08/04 09:58:00,21,76.39,412,1498.67
Espronceda,2020/08/04 09:58:00,11,27.03,541,1329.53
Estrecho_de_Corea,2020/08/04 09:58:00,19,58.78,395,1222.04
Estrella,2020/08/04 09:58:00,,13.75,199,1367.98
Europa,2020/08/04 09:58:00,,21.18,372,1970.13
Federica_Montseny,2020/08/04 09:58:00,11,55.93,351,1784.81
Felipe II,2020/08/04 09:58:00,54,262.53,289,1405.03
Francia,2020/08/04 09:58:00,38,110.73,402,1171.43
Fuencarral,2020/08/04 09:58:00,6,28.66,251,1198.83
Fuente el Saz,2020/08/04 09:58:00,45,227.62,186,940.82
Fuentelarreina,2020/08/04 09:58:00,,14.97,280,1397
Galapagar,2020/08/04 09:58:00,59,137.62,416,970.33
Gandhi,2020/08/04 09:58:00,11,56.36,281,1439.7
García_Noblejas,2020/08/04 09:58:00,10,45.41,240,1089.77
General_Fanjul,2020/08/04 09:58:00,16,68.52,307,1314.66
General_Moscardó,2020/08/04 09:58:00,6,29.69,275,1360.85
General_Oráa,2020/08/04 09:58:00,15,57.21,285,1087.08
General_Ricardos,2020/08/04 09:58:00,33,117.06,406,1440.18
Getafe Norte,2020/08/04 09:58:00,8,69.11,133,1149.03
Goya,2020/08/04 09:58:00,23,38.67,756,1271.06
Gregorio MaraÒÛn,2020/08/04 09:58:00,14,35.32,390,983.85
GriÒÛn,2020/08/04 09:58:00,21,53.01,305,769.95
Guadarrama,2020/08/04 09:58:00,,12.48,240,1497.01
Guayaba,2020/08/04 09:58:00,17,92.57,209,1138.1
Guzmán_el_Bueno,2020/08/04 09:58:00,13,60.84,307,1436.86
Huerta de Los Frailes,2020/08/04 09:58:00,12,61.16,348,1773.61
Humanes de Madrid,2020/08/04 09:58:00,7,28.14,198,795.85
Ibiza,2020/08/04 09:58:00,31,91.2,549,1615.18
Imperial,2020/08/04 09:58:00,19,83.51,337,1481.12
Infanta_Mercedes,2020/08/04 09:58:00,,6.94,172,1193.62
Isabel II,2020/08/04 09:58:00,,6,310,929.48
Jazmín,2020/08/04 09:58:00,13,55.18,270,1146.06
Juan de Austria,2020/08/04 09:58:00,,27.11,223,1511.56
Juan de la Cierva,2020/08/04 09:58:00,12,31.65,317,835.99
Justicia,2020/08/04 09:58:00,9,64.66,146,1049
La Cabrera,2020/08/04 09:58:00,,13.91,45,625.87
La_Elipa,2020/08/04 09:58:00,7,51.05,192,1400.13
La Garena,2020/08/04 09:58:00,,11.92,78,930.12
La Marazuela,2020/08/04 09:58:00,,33.22,85,705.92
La Moraleja,2020/08/04 09:58:00,8,33.65,218,916.85
La Plata,2020/08/04 09:58:00,22,74.75,209,710.16
La Princesa,2020/08/04 09:58:00,24,120.97,225,1134.13
La Ribota,2020/08/04 09:58:00,5,27.32,221,1207.39
La_Ventilla,2020/08/04 09:58:00,22,97.18,363,1603.5
La Veredilla,2020/08/04 09:58:00,11,90.33,132,1083.92
Las_Águilas,2020/08/04 09:58:00,17,61.68,382,1386.07
Las AmÈricas,2020/08/04 09:58:00,6,14.67,211,515.91
Las_Calesas,2020/08/04 09:58:00,42,158.98,389,1472.43
Las Ciudades,2020/08/04 09:58:00,15,89,187,1109.53
Las Fronteras,2020/08/04 09:58:00,41,124.19,365,1105.56
Las Margaritas,2020/08/04 09:58:00,10,41.62,218,907.31
Las Matas,2020/08/04 09:58:00,5,75.53,68,1027.19
Las Olivas,2020/08/04 09:58:00,,12.79,147,939.84
Las Rozas,2020/08/04 09:58:00,12,31.3,335,873.85
Las_Tablas,2020/08/04 09:58:00,,12.27,162,496.96
Lavapiés,2020/08/04 09:58:00,10,42.33,244,1032.89
LeganÈs Norte,2020/08/04 09:58:00,,7.82,330,2580.95
Legazpi,2020/08/04 09:58:00,23,81.9,323,1150.12
Londres,2020/08/04 09:58:00,,13.93,188,1309.1
Los_Alperchines,2020/08/04 09:58:00,5,25.31,228,1153.96
Los ¡ngeles,2020/08/04 09:58:00,28,89.76,438,1404.07
Los Castillos,2020/08/04 09:58:00,19,70.92,352,1313.87
Los_Cármenes,2020/08/04 09:58:00,24,95.66,313,1247.51
Los Fresnos,2020/08/04 09:58:00,,43.71,74,808.57
Los Pedroches,2020/08/04 09:58:00,7,32.13,500,2294.95
Los_Rosales,2020/08/04 09:58:00,24,114.49,266,1268.96
Los Yébenes,2020/08/04 09:58:00,19,56.11,473,1396.76
Lucero,2020/08/04 09:58:00,36,92.22,641,1641.99
Luis Vives,2020/08/04 09:58:00,20,82.01,278,1140
Majadahonda,2020/08/04 09:58:00,45,88.41,522,1025.56
Manuel Merino,2020/08/04 09:58:00,,34.6,179,1548.44
Manzanares El Real,2020/08/04 09:58:00,7,42.82,103,630.05
Maqueda,2020/08/04 09:58:00,27,99.61,414,1527.39
Mar_Báltico,2020/08/04 09:58:00,36,56.44,740,1160.07
MarquÈs de la Valdavia,2020/08/04 09:58:00,6,34.16,122,694.64
Martín_de_Vargas,2020/08/04 09:58:00,22,126.94,210,1211.7
Martínez_de_la_Riva,2020/08/04 09:58:00,24,143.7,216,1293.26
MarÌa Curie,2020/08/04 09:58:00,5,38.21,141,1077.65
María Montessori,2020/08/04 09:58:00,,28.81,279,2009.22
MarÌa de Guzm·n,2020/08/04 09:58:00,,13.51,334,1504.44
Meco,2020/08/04 09:58:00,17,65.93,244,946.29
Media_Legua,2020/08/04 09:58:00,6,23.94,411,1640.19
Mejorada del Campo,2020/08/04 09:58:00,15,33.86,346,781.02
MendiguchÌa Carriche,2020/08/04 09:58:00,10,44.07,353,1555.68
Miguel Servet,2020/08/04 09:58:00,6,34.92,232,1350.17
Miguel de Cervantes,2020/08/04 09:58:00,8,29.35,403,1478.57
Miraflores,2020/08/04 09:58:00,16,73.24,194,888.08
Mirasierra,2020/08/04 09:58:00,17,51.69,475,1444.34
Monforte de Lemos,2020/08/04 09:58:00,6,37.43,282,1759.42
Monovar,2020/08/04 09:58:00,,9.44,244,1151.16
Montecarmelo,2020/08/04 09:58:00,5,27.06,279,1509.74
Monterrozas,2020/08/04 09:58:00,9,23.19,457,1177.32
Montesa,2020/08/04 09:58:00,14,57.5,420,1725.06
Moralzarzal,2020/08/04 09:58:00,5,38.38,88,675.57
Morata de TajuÒa,2020/08/04 09:58:00,,26.03,117,1522.84
MarÌa Jes˙s Hereza,2020/08/04 09:58:00,21,54.83,667,1741.56
Méndez_Álvaro,2020/08/04 09:58:00,5,55.59,72,800.53
Navalcarnero,2020/08/04 09:58:00,14,33.88,366,885.71
Navas del Rey,2020/08/04 09:58:00,,28.69,148,2123.08
Nuestra SeÒora del Pilar,2020/08/04 09:58:00,19,107.67,216,1224.07
Numancia,2020/08/04 09:58:00,20,82.37,428,1762.7
Núñez_Morgado,2020/08/04 09:58:00,10,42.89,291,1248.18
Opañel,2020/08/04 09:58:00,27,139.26,328,1691.77
Orcasitas,2020/08/04 09:58:00,15,65.69,211,924.1
Orcasur,2020/08/04 09:58:00,7,50.67,147,1063.98
Pacífico,2020/08/04 09:58:00,13,39.56,462,1405.92
Palma_Universidad,2020/08/04 09:58:00,16,65.47,292,1194.86
Palomares,2020/08/04 09:58:00,6,48.61,295,2390.02
Panaderas,2020/08/04 09:58:00,27,72.79,340,916.61
Paracuellos del Jarama,2020/08/04 09:58:00,15,59.36,108,427.4
Parque Coimbra,2020/08/04 09:58:00,6,49.1,228,1865.79
Parque Europa,2020/08/04 09:58:00,,9.02,217,652.67
Parque Loranca,2020/08/04 09:58:00,10,32.18,204,656.48
Parque Oeste,2020/08/04 09:58:00,7,48.27,143,986
Pavones,2020/08/04 09:58:00,9,55.64,297,1836.17
Perales de TajuÒa,2020/08/04 09:58:00,,22.63,90,1018.21
Perales_del_Río,2020/08/04 09:58:00,,31.16,92,955.55
Peña_Prieta,2020/08/04 09:58:00,36,209.46,314,1826.96
PeÒagrande,2020/08/04 09:58:00,10,40,413,1652.07
Pilar,2020/08/04 09:58:00,19,45.52,731,1751.4
Pinto,2020/08/04 09:58:00,,20.75,166,861.09
Pintores,2020/08/04 09:58:00,16,66.26,185,766.08
Pizarro,2020/08/04 09:58:00,6,36.4,296,1795.9
Portazgo,2020/08/04 09:58:00,7,39.05,319,1779.64
Potosí,2020/08/04 09:58:00,23,78.81,345,1182.11
Pozo_de_Tío_Raimundo,2020/08/04 09:58:00,5,69.48,120,1667.59
Pozuelo - EstaciÛn,2020/08/04 09:58:00,16,41.71,370,964.52
Pozuelo - Somosaguas,2020/08/04 09:58:00,14,60.6,228,986.88
PresentaciÛn Sabio,2020/08/04 09:58:00,29,129.72,258,1154.1
Prosperidad,2020/08/04 09:58:00,25,45.21,779,1408.83
Puerta_Bonita,2020/08/04 09:58:00,8,54,317,2139.58
Puerta de Madrid,2020/08/04 09:58:00,,0,160,1199.85
Puerta_del_Ángel,2020/08/04 09:58:00,13,73.26,239,1346.93
Quinta_de_los_Molinos,2020/08/04 09:58:00,,26.44,108,951.88
Rafael_Alberti,2020/08/04 09:58:00,12,59.57,269,1335.45
RamÛn y Cajal,2020/08/04 09:58:00,12,60.64,313,1581.61
RascafrÌa,2020/08/04 09:58:00,,0,8,303.49
Reina Victoria,2020/08/04 09:58:00,31,89.39,575,1658.11
Rejas,2020/08/04 09:58:00,7,41.91,116,694.49
Reyes CatÛlicos,2020/08/04 09:58:00,17,81.42,207,991.43
Reyes Magos,2020/08/04 09:58:00,11,41.66,448,1696.58
Rivas - La Paz,2020/08/04 09:58:00,8,34.16,266,1135.73
Rivas - Santa MÛnica,2020/08/04 09:58:00,6,16.14,250,672.69
Rivas - 1∫ de Mayo,2020/08/04 09:58:00,6,21.77,149,540.54
Robledo de Chavela,2020/08/04 09:58:00,,10.83,53,574.03
Rosa Luxemburgo,2020/08/04 09:58:00,8,33.19,201,833.78
San_Andrés,2020/08/04 09:58:00,43,183.42,315,1343.63
San Blas,2020/08/04 09:58:00,20,63.04,206,649.35
San_Cristóbal,2020/08/04 09:58:00,34,164.6,237,1147.37
San_Diego,2020/08/04 09:58:00,34,131.7,413,1599.72
San_Fermín,2020/08/04 09:58:00,25,105.51,292,1232.38
San Fernando,2020/08/04 09:58:00,5,25.41,236,1199.55
San_Isidro,2020/08/04 09:58:00,16,92.87,224,1300.13
San Juan de la Cruz,2020/08/04 09:58:00,29,116.2,347,1390.34
San Lorenzo de El Escorial,2020/08/04 09:58:00,11,51.69,215,1010.29
San MartÌn de Valdeiglesias,2020/08/04 09:58:00,,27.14,147,1329.72
San MartÌn de la Vega,2020/08/04 09:58:00,10,52.16,122,636.41
Sanchinarro,2020/08/04 09:58:00,14,47.89,235,803.91
Santa Eugenia,2020/08/04 09:58:00,7,28.79,356,1464.36
Sector Embarcaciones,2020/08/04 09:58:00,9,31.6,238,835.62
Sector III,2020/08/04 09:58:00,5,17.38,376,1306.92
Sector Oficios,2020/08/04 09:58:00,14,72.77,258,1340.96
Segovia,2020/08/04 09:58:00,31,136.26,256,1125.23
Segre,2020/08/04 09:58:00,12,31.53,539,1416.33
Sevilla la Nueva,2020/08/04 09:58:00,,16.23,176,1428.34
Sierra de Guadarrama,2020/08/04 09:58:00,9,59.15,159,1044.95
Silvano,2020/08/04 09:58:00,16,39.16,402,983.8
Simancas,2020/08/04 09:58:00,25,89.53,297,1063.6
Soto del Real,2020/08/04 09:58:00,6,23.93,202,805.65
S·nchez Morate,2020/08/04 09:58:00,14,76.54,184,1005.9
Torrelaguna,2020/08/04 09:58:00,,0,57,889.37
Torrelodones,2020/08/04 09:58:00,12,37.32,423,1315.67
Torres de la Alameda,2020/08/04 09:58:00,5,19.35,236,913.52
V Centenario,2020/08/04 09:58:00,5,31.71,163,1033.8
Valdeacederas,2020/08/04 09:58:00,8,30.73,393,1509.39
Valdebernardo,2020/08/04 09:58:00,11,69.33,323,2035.67
Valdelasfuentes,2020/08/04 09:58:00,11,41.84,265,1007.91
Valdemorillo,2020/08/04 09:58:00,6,47.93,60,479.31
Valdemoro,2020/08/04 09:58:00,7,16.17,568,1311.78
Valderribas,2020/08/04 09:58:00,,20.1,155,778.7
Valdezarza,2020/08/04 09:58:00,21,45.66,747,1624.16
Valle_Inclán,2020/08/04 09:58:00,,38.33,144,1379.71
Valle de la Oliva,2020/08/04 09:58:00,16,76.46,200,955.7
Valleaguado,2020/08/04 09:58:00,5,23.52,233,1096.06
Vandel,2020/08/04 09:58:00,9,40.2,359,1603.47
Vicente_Muzas,2020/08/04 09:58:00,6,28.82,208,999.23
Vicálvaro_Artilleros,2020/08/04 09:58:00,6,32.2,298,1599.31
Vicálvaro_Villablanca,2020/08/04 09:58:00,12,67.85,222,1255.23
Villa_Vallecas,2020/08/04 09:58:00,16,58.59,542,1984.77
Villa del Prado,2020/08/04 09:58:00,,21.37,202,2158.58
Villaamil,2020/08/04 09:58:00,20,79.96,385,1539.14
Villanueva de la CaÒada,2020/08/04 09:58:00,10,28.07,343,962.94
Villanueva del Pardillo,2020/08/04 09:58:00,13,75.67,128,745.05
Villarejo de SalvanÈs,2020/08/04 09:58:00,,21.2,104,735.09
Villaviciosa de OdÛn,2020/08/04 09:58:00,,14.37,248,890.96
Vinateros_Torito,2020/08/04 09:58:00,13,42.01,528,1706.09
Virgen_de_Begoña,2020/08/04 09:58:00,,20.74,202,2094.57
Virgen_del_Cortijo,2020/08/04 09:58:00,6,42.68,293,2084.22
Virgen del Val,2020/08/04 09:58:00,,21.22,141,997.24
Vista_Alegre,2020/08/04 09:58:00,27,73.05,457,1236.44
Zofío,2020/08/04 09:58:00,54,171.61,420,1334.73
Estrella,2020/07/28 09:34:00,,13.75,198,1361.11
Soto del Real,2020/07/28 09:34:00,,3.99,195,777.73
Ciempozuelos,2020/07/28 09:34:00,,0,291,1123.34
Núñez_Morgado,2020/07/28 09:34:00,,4.29,281,1205.28
El Greco,2020/07/28 09:34:00,7,39.82,179,1018.38
El Molar,2020/07/28 09:34:00,19,58.3,209,641.3
Isabel II,2020/07/28 09:34:00,,14.99,307,920.48
Juan de Austria,2020/07/28 09:34:00,,6.78,219,1484.44
Rosa Luxemburgo,2020/07/28 09:34:00,,12.44,195,808.89
Portazgo,2020/07/28 09:34:00,,16.74,314,1751.74
Potosí,2020/07/28 09:34:00,,17.13,326,1117.01
El Juncal,2020/07/28 09:34:00,,18.46,270,996.97
Bustarviejo,2020/07/28 09:34:00,,4.87,280,1364.85
Los_Cármenes,2020/07/28 09:34:00,7,27.9,293,1167.8
Fuentelarreina,2020/07/28 09:34:00,,0,277,1382.03
Pizarro,2020/07/28 09:34:00,7,42.47,295,1789.83
Luis Vives,2020/07/28 09:34:00,,20.5,263,1078.49
San MartÌn de la Vega,2020/07/28 09:34:00,,15.65,114,594.68
Santa Eugenia,2020/07/28 09:34:00,,12.34,349,1435.56
Sector Embarcaciones,2020/07/28 09:34:00,,7.02,231,811.04
Sector III,2020/07/28 09:34:00,6,20.86,375,1303.44
Boadilla del Monte,2020/07/28 09:34:00,9,16.49,414,758.66
San_Fermín,2020/07/28 09:34:00,10,42.2,276,1164.85
Valderribas,2020/07/28 09:34:00,,15.07,153,768.65
MarÌa Curie,2020/07/28 09:34:00,,38.21,140,1070.01
María Montessori,2020/07/28 09:34:00,6,43.21,275,1980.41
MarÌa de Guzm·n,2020/07/28 09:34:00,,9.01,331,1490.92
El Bercial,2020/07/28 09:34:00,,16.02,98,523.17
Almendrales,2020/07/28 09:34:00,19,88.32,241,1120.3
Valdezarza,2020/07/28 09:34:00,17,36.96,735,1598.07
San_Cristóbal,2020/07/28 09:34:00,14,67.78,213,1031.18
San_Diego,2020/07/28 09:34:00,9,34.86,384,1487.39
