zbs,fecha_informe,casos_confirmados_ultimos_14dias,tasa_incidencia_acumulada_ultimos_14dias,casos_confirmados_totales,tasa_incidencia_acumulada_total
Parque Oeste,2020/12/15 10:47:00,36,248.22,604,4164.66
Pavones,2020/12/15 10:47:00,29,179.29,1057,6534.78
Perales de TajuÒa,2020/12/15 10:47:00,13,147.08,537,6075.35
Perales_del_Río,2020/12/15 10:47:00,20,207.73,430,4466.14
Peña_Prieta,2020/12/15 10:47:00,34,197.82,1892,11008.32
PeÒagrande,2020/12/15 10:47:00,60,240.01,1225,4900.2
Pilar,2020/12/15 10:47:00,65,155.73,2068,4954.72
Pinto,2020/12/15 10:47:00,31,160.81,970,5031.64
Pintores,2020/12/15 10:47:00,54,223.61,1612,6675.22
Pizarro,2020/12/15 10:47:00,21,127.41,880,5339.16
Portazgo,2020/12/15 10:47:00,56,312.41,1320,7364.02
Potosí,2020/12/15 10:47:00,68,233,1314,4502.31
Pozo_de_Tío_Raimundo,2020/12/15 10:47:00,13,180.66,701,9741.52
Pozuelo - EstaciÛn,2020/12/15 10:47:00,89,232.01,1672,4358.59
Pozuelo - Somosaguas,2020/12/15 10:47:00,46,199.11,990,4285.16
PresentaciÛn Sabio,2020/12/15 10:47:00,62,277.34,1104,4938.49
Prosperidad,2020/12/15 10:47:00,114,206.17,2836,5128.95
Puerta_Bonita,2020/12/15 10:47:00,28,188.98,1351,9118.52
Puerta de Madrid,2020/12/15 10:47:00,15,112.49,733,5496.81
Puerta_del_Ángel,2020/12/15 10:47:00,44,247.97,1136,6402.16
Quinta_de_los_Molinos,2020/12/15 10:47:00,29,255.6,476,4195.31
Rafael_Alberti,2020/12/15 10:47:00,31,153.9,1514,7516.26
RamÛn y Cajal,2020/12/15 10:47:00,45,227.39,1077,5442.14
RascafrÌa,2020/12/15 10:47:00,,75.87,76,2883.16
Reina Victoria,2020/12/15 10:47:00,55,158.6,2033,5862.51
Rejas,2020/12/15 10:47:00,20,119.74,703,4208.82
Reyes CatÛlicos,2020/12/15 10:47:00,57,273,1679,8041.57
Reyes Magos,2020/12/15 10:47:00,14,53.02,1078,4082.41
Rivas - La Paz,2020/12/15 10:47:00,45,192.14,1183,5051.02
Rivas - Santa MÛnica,2020/12/15 10:47:00,76,204.5,1472,3960.82
Rivas - 1∫ de Mayo,2020/12/15 10:47:00,35,126.97,1167,4233.63
Robledo de Chavela,2020/12/15 10:47:00,8,86.65,335,3628.29
Rosa Luxemburgo,2020/12/15 10:47:00,44,182.52,1161,4816.03
San_Andrés,2020/12/15 10:47:00,44,187.68,2031,8663.2
San Blas,2020/12/15 10:47:00,50,157.61,2340,7376.12
San_Cristóbal,2020/12/15 10:47:00,32,154.92,1785,8641.56
San_Diego,2020/12/15 10:47:00,42,162.68,2548,9869.47
San_Fermín,2020/12/15 10:47:00,65,274.33,1618,6828.73
San Fernando,2020/12/15 10:47:00,47,238.89,1031,5240.42
San_Isidro,2020/12/15 10:47:00,46,266.99,1315,7632.48
San Juan de la Cruz,2020/12/15 10:47:00,42,168.28,1301,5212.76
San Lorenzo de El Escorial,2020/12/15 10:47:00,15,70.49,824,3872
San MartÌn de Valdeiglesias,2020/12/15 10:47:00,29,262.32,659,5961.1
San MartÌn de la Vega,2020/12/15 10:47:00,32,166.93,914,4767.87
Sanchinarro,2020/12/15 10:47:00,116,396.83,1297,4436.92
Santa Eugenia,2020/12/15 10:47:00,28,115.17,1343,5524.25
Sector Embarcaciones,2020/12/15 10:47:00,33,115.86,870,3054.56
Sector III,2020/12/15 10:47:00,70,243.31,1317,4577.69
Sector Oficios,2020/12/15 10:47:00,29,150.73,807,4194.39
Segovia,2020/12/15 10:47:00,58,254.93,1139,5006.37
Segre,2020/12/15 10:47:00,135,354.74,2035,5347.38
Sevilla la Nueva,2020/12/15 10:47:00,27,219.12,554,4496.02
Sierra de Guadarrama,2020/12/15 10:47:00,41,269.45,1121,7367.25
Silvano,2020/12/15 10:47:00,108,264.3,1758,4302.29
Simancas,2020/12/15 10:47:00,51,182.64,1556,5572.27
Soto del Real,2020/12/15 10:47:00,79,315.08,888,3541.66
S·nchez Morate,2020/12/15 10:47:00,35,191.34,1089,5953.42
Torrelaguna,2020/12/15 10:47:00,11,171.63,352,5492.28
Torrelodones,2020/12/15 10:47:00,103,320.36,1412,4391.78
Torres de la Alameda,2020/12/15 10:47:00,47,181.93,920,3561.2
V Centenario,2020/12/15 10:47:00,34,215.64,1018,6456.52
Valdeacederas,2020/12/15 10:47:00,41,157.47,1515,5818.64
Valdebernardo,2020/12/15 10:47:00,33,207.98,996,6277.18
Valdelasfuentes,2020/12/15 10:47:00,58,220.6,1131,4301.69
Valdemorillo,2020/12/15 10:47:00,12,95.86,436,3482.98
Valdemoro,2020/12/15 10:47:00,45,103.93,1773,4094.69
Valderribas,2020/12/15 10:47:00,31,155.74,848,4260.24
Valdezarza,2020/12/15 10:47:00,129,280.48,2995,6511.86
Valle_Inclán,2020/12/15 10:47:00,24,229.95,651,6237.42
Valle de la Oliva,2020/12/15 10:47:00,41,195.92,970,4635.16
Valleaguado,2020/12/15 10:47:00,30,141.12,1244,5851.91
Vandel,2020/12/15 10:47:00,35,156.33,1256,5609.9
Vicente_Muzas,2020/12/15 10:47:00,32,153.73,829,3982.51
Vicálvaro_Artilleros,2020/12/15 10:47:00,33,177.11,1271,6821.23
Vicálvaro_Villablanca,2020/12/15 10:47:00,22,124.39,1033,5840.78
Villa_Vallecas,2020/12/15 10:47:00,51,186.76,2367,8667.79
Villa del Prado,2020/12/15 10:47:00,8,85.49,688,7352
Villaamil,2020/12/15 10:47:00,53,211.88,1707,6824.18
Villanueva de la CaÒada,2020/12/15 10:47:00,57,160.02,1459,4096.01
Villanueva del Pardillo,2020/12/15 10:47:00,25,145.52,680,3958.09
Villarejo de SalvanÈs,2020/12/15 10:47:00,8,56.55,738,5216.28
Villaviciosa de OdÛn,2020/12/15 10:47:00,56,201.19,1061,3811.75
Vinateros_Torito,2020/12/15 10:47:00,72,232.65,1920,6203.96
Virgen_de_Begoña,2020/12/15 10:47:00,13,134.8,701,7268.77
Virgen_del_Cortijo,2020/12/15 10:47:00,41,291.65,812,5776.07
Virgen del Val,2020/12/15 10:47:00,16,113.16,444,3140.25
Vista_Alegre,2020/12/15 10:47:00,80,216.44,2511,6793.65
Zofío,2020/12/15 10:47:00,45,143.01,2488,7906.7
Abrantes,2020/12/09 07:22:00,54,175.62,1980,6439.44
Acacias,2020/12/09 07:22:00,45,231.58,841,4327.91
Adelfas,2020/12/09 07:22:00,43,147.42,1478,5067.2
Alameda,2020/12/09 07:22:00,39,183.32,1168,5490.27
Alameda_de_Osuna,2020/12/09 07:22:00,33,113.79,1212,4179.17
Alcalde BartolomÈ Gonz·lez,2020/12/09 07:22:00,71,330.59,1285,5983.14
Alcalá_de_Guadaíra,2020/12/09 07:22:00,21,171.36,939,7662.18
Alcobendas - Chopera,2020/12/09 07:22:00,62,224.94,2314,8395.31
Alcocer,2020/12/09 07:22:00,31,180.35,1110,6457.62
Algete,2020/12/09 07:22:00,64,228.25,1391,4960.95
Alicante,2020/12/09 07:22:00,34,136.35,1769,7094.16
Almendrales,2020/12/09 07:22:00,39,181.29,1741,8093.16
Alpedrete,2020/12/09 07:22:00,38,260.72,707,4850.77
Alpes,2020/12/09 07:22:00,61,168.99,1795,4972.85
Andrés_Mellado,2020/12/09 07:22:00,100,420.96,1360,5725.11
Ángela_Uriarte,2020/12/09 07:22:00,42,154.98,2089,7708.2
Antonio_Leyva,2020/12/09 07:22:00,20,146.21,853,6235.84
Aquitania,2020/12/09 07:22:00,45,185.87,1302,5377.94
Aranjuez,2020/12/09 07:22:00,76,172.86,2029,4614.93
Aravaca,2020/12/09 07:22:00,127,349.4,1720,4732.03
Arganda del Rey,2020/12/09 07:22:00,41,188.59,1151,5294.39
Arganda - Felicidad,2020/12/09 07:22:00,89,264.5,1624,4826.29
Argüelles,2020/12/09 07:22:00,61,253.1,1253,5198.95
Arroyomolinos,2020/12/09 07:22:00,56,178.37,1054,3357.12
Barajas,2020/12/09 07:22:00,42,238.54,876,4975.29
Barcelona,2020/12/09 07:22:00,52,248.13,1121,5349.05
Barrio del Puerto,2020/12/09 07:22:00,34,223.65,775,5098.01
Baviera,2020/12/09 07:22:00,24,162.87,674,4573.83
Benita_de_Ávila,2020/12/09 07:22:00,34,175.04,962,4952.64
Boadilla del Monte,2020/12/09 07:22:00,127,232.73,1901,3483.6
Br˙jula,2020/12/09 07:22:00,33,160.83,1159,5648.42
Buenavista,2020/12/09 07:22:00,29,130.55,1283,5775.9
Buitrago de Lozoya,2020/12/09 07:22:00,13,238.14,294,5385.6
Bustarviejo,2020/12/09 07:22:00,23,112.11,1003,4889.11
