municipio_distrito;fecha_informe;casos_confirmados_activos_ultimos_14dias;tasa_incidencia_acumulada_activos_ultimos_14dias;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Redueña;2021/12/14 10:36:00;;;1;370,37;13;4814,81;1219
Robledillo de la Jara;2021/12/14 10:36:00;;;0;0;26;27368,42;1245
La Serna del Monte;2021/12/14 10:36:00;;;0;0;18;20689,66;1381
Colmenar de Oreja;2021/12/14 10:36:00;;;13;159,43;1007;12349,77;437
Rozas de Puerto Real;2021/12/14 10:36:00;;;0;0;48;8648,65;1283
Valdemanco;2021/12/14 10:36:00;;;5;519,21;95;9865,01;1586
Brunete;2021/12/14 10:36:00;;;76;706,32;1368;12713,75;262
Titulcia;2021/12/14 10:36:00;;;0;0;149;11111,11;1473
Villa del Prado;2021/12/14 10:36:00;;;4;60,05;1053;15808,44;1718
Lozoyuela-Navas-Sieteiglesias;2021/12/14 10:36:00;;;1;74,63;168;12537,31;9015
Quijorna;2021/12/14 10:36:00;;;21;593,05;495;13979,1;1198
Valdemoro;2021/12/14 10:36:00;;;232;300,25;8803;11392,52;1610
Tres Cantos;2021/12/14 10:36:00;;;133;275,21;4972;10288,46;9036
Torrelaguna;2021/12/14 10:36:00;;;11;226,62;598;12319,74;1512
Rivas-Vaciamadrid;2021/12/14 10:36:00;;;214;235,23;10394;11425,37;1230
El Atazar;2021/12/14 10:36:00;;;0;0;1;1111,11;164
Pedrezuela;2021/12/14 10:36:00;;;9;146,34;818;13300,81;1087
Santa María de la Alameda;2021/12/14 10:36:00;;;4;302,8;114;8629,83;1356
Horcajuelo de la Sierra;2021/12/14 10:36:00;;;0;0;6;6741,57;719
Arroyomolinos;2021/12/14 10:36:00;;;76;230,76;3397;10314,26;151
Moralzarzal;2021/12/14 10:36:00;;;29;217,49;1825;13686,82;908
Canencia;2021/12/14 10:36:00;;;0;0;40;8948,55;344
Villarejo de Salvanés;2021/12/14 10:36:00;;;20;269,07;1063;14301,09;1809
Serranillos del Valle;2021/12/14 10:36:00;;;10;233,05;570;13283,62;1408
Villaviciosa de Odón;2021/12/14 10:36:00;;;97;344,61;3403;12089,67;1816
Camarma de Esteruelas;2021/12/14 10:36:00;;;15;201,69;682;9170,36;323
Robledo de Chavela;2021/12/14 10:36:00;;;4;91,66;405;9280,48;1258
Patones;2021/12/14 10:36:00;;;2;371,06;40;7421,15;1071
Navalagamella;2021/12/14 10:36:00;;;1;37,92;301;11414,49;954
Rascafría;2021/12/14 10:36:00;;;6;347,83;171;9913,04;1202
El Boalo;2021/12/14 10:36:00;;;27;352,34;1025;13375,96;231
Majadahonda;2021/12/14 10:36:00;;;161;223,13;10687;14811,17;800
Batres;2021/12/14 10:36:00;;;4;228,57;128;7314,29;170
Alcobendas;2021/12/14 10:36:00;;;318;268,54;18312;15464;66
Alcalá de Henares;2021/12/14 10:36:00;;;369;186,78;22553;11415,66;53
Colmenar Viejo;2021/12/14 10:36:00;;;180;346,57;6632;12769,07;455
San Fernando de Henares;2021/12/14 10:36:00;;;72;181,97;5554;14037,3;1300
Villalbilla;2021/12/14 10:36:00;;;33;229,29;1319;9164,81;1723
El Escorial;2021/12/14 10:36:00;;;47;287,2;1983;12117,32;549
Colmenar del Arroyo;2021/12/14 10:36:00;;;6;336,13;199;11148,46;421
Torrejón de Ardoz;2021/12/14 10:36:00;;;259;194,95;17513;13182,24;1489
Piñuécar-Gandullas;2021/12/14 10:36:00;;;1;558,66;15;8379,89;1147
Brea de Tajo;2021/12/14 10:36:00;;;0;0;115;22727,27;259
El Molar;2021/12/14 10:36:00;;;10;107,68;1189;12802,84;869
Belmonte de Tajo;2021/12/14 10:36:00;;;2;118,84;182;10814,02;199
Torres de la Alameda;2021/12/14 10:36:00;;;32;408,53;958;12230,31;1548
Somosierra;2021/12/14 10:36:00;;;0;0;10;11494,25;1436
Alpedrete;2021/12/14 10:36:00;;;39;262,82;1968;13262,35;105
Orusco de Tajuña;2021/12/14 10:36:00;;;4;308,88;160;12355,21;1028
La Hiruela;2021/12/14 10:36:00;;;0;0;6;9230,77;698
Cervera de Buitrago;2021/12/14 10:36:00;;;0;0;22;13580,25;395
Getafe;2021/12/14 10:36:00;;;479;258,67;24292;13118,05;650
Ribatejada;2021/12/14 10:36:00;;;0;0;91;11360,8;1224
Villaconejos;2021/12/14 10:36:00;;;1;29,22;490;14319,11;1701
Valdetorres de Jarama;2021/12/14 10:36:00;;;2;43,66;453;9888,67;1646
Pozuelo de Alarcón;2021/12/14 10:36:00;;;239;274,19;11823;13563,93;1150
Madrid-Retiro;2021/12/07 10:45:00;;;202;167,83;15543;12913,76;79603
Madrid-Salamanca;2021/12/07 10:45:00;;;251;169,78;20927;14155,07;79604
Madrid-Centro;2021/12/07 10:45:00;;;230;163,67;20935;14897,81;79601
Madrid-Arganzuela;2021/12/07 10:45:00;;;296;190,17;20477;13155,97;79602
Madrid-Chamartín;2021/12/07 10:45:00;;;305;206,71;20233;13712,73;79605
Madrid-Tetuán;2021/12/07 10:45:00;;;159;98,52;21655;13417,89;79606
Madrid-Chamberí;2021/12/07 10:45:00;;;324;230,06;20939;14867,86;79607
Madrid-Fuencarral-El Pardo;2021/12/07 10:45:00;;;512;204,87;30594;12242,06;79608
Madrid-Moncloa-Aravaca;2021/12/07 10:45:00;;;237;194,8;17889;14703,61;79609
Madrid-Latina;2021/12/07 10:45:00;;;376;155,27;31180;12876,16;79610
Madrid-Carabanchel;2021/12/07 10:45:00;;;343;131,81;35905;13797,94;79611
Madrid-Usera;2021/12/07 10:45:00;;;184;128,61;20969;14656,15;79612
Madrid-Puente de Vallecas;2021/12/07 10:45:00;;;328;136,15;39707;16482,36;79613
Madrid-San Blas - Canillejas;2021/12/07 10:45:00;;;278;172,49;20814;12914,63;79620
Madrid-Barajas;2021/12/07 10:45:00;;;87;174,06;6201;12406,22;79621
Madrid-Moratalaz;2021/12/07 10:45:00;;;203;212,42;13038;13642,78;79614
Madrid-Ciudad Lineal;2021/12/07 10:45:00;;;412;187,37;30119;13697,24;79615
Madrid-Hortaleza;2021/12/07 10:45:00;;;422;218,4;23767;12300,17;79616
Madrid-Villaverde;2021/12/07 10:45:00;;;203;131,5;22213;14389,36;79617
Madrid-Villa de Vallecas;2021/12/07 10:45:00;;;146;127,56;14962;13072,61;79618
Madrid-Vicálvaro;2021/12/07 10:45:00;;;143;193,23;9311;12581,75;79619
Alcorcón;2021/12/07 10:45:00;;;279;161,85;20841;12089,87;72
Navalcarnero;2021/12/07 10:45:00;;;32;106,72;3390;11305,65;967
San Agustín del Guadalix;2021/12/07 10:45:00;;;22;163,37;1837;13641,76;1296
Las Rozas de Madrid;2021/12/07 10:45:00;;;209;217,45;11741;12215,83;1277
Moraleja de Enmedio;2021/12/07 10:45:00;;;5;96,15;762;14653,85;894
Valdaracete;2021/12/07 10:45:00;;;13;2148,76;92;15206,61;1551
Pozuelo del Rey;2021/12/07 10:45:00;;;4;341,3;109;9300,34;1163
Puebla de la Sierra;2021/12/07 10:45:00;;;0;0;20;27397,26;1185
Perales de Tajuña;2021/12/07 10:45:00;;;6;200,67;379;12675,59;1104
Valdemorillo;2021/12/07 10:45:00;;;21;164,42;1280;10021,92;1603
Navalafuente;2021/12/07 10:45:00;;;9;595,63;170;11250,83;941
Velilla de San Antonio;2021/12/07 10:45:00;;;12;96,93;1603;12948,3;1678
Villanueva de la Cañada;2021/12/07 10:45:00;;;36;162,79;2940;13294,14;1760
Villanueva del Pardillo;2021/12/07 10:45:00;;;23;132,21;2222;12773,05;1776
Nuevo Baztán;2021/12/07 10:45:00;;;10;154,94;683;10582,58;1006
Villamantilla;2021/12/07 10:45:00;;;0;0;142;9581,65;1757
Villamanta;2021/12/07 10:45:00;;;1;38,39;296;11362,76;1744
Cabanillas de la Sierra;2021/12/07 10:45:00;;;1;127,39;107;13630,57;297
Cenicientos;2021/12/07 10:45:00;;;0;0;253;12414,13;376
Puentes Viejas;2021/12/07 10:45:00;;;1;143,06;62;8869,81;9020
Aranjuez;2021/12/07 10:45:00;;;61;101,11;8249;13672,68;133
Cercedilla;2021/12/07 10:45:00;;;33;458,02;1018;14129,08;382
Santorcaz;2021/12/07 10:45:00;;;1;111,23;73;8120,13;1369
Coslada;2021/12/07 10:45:00;;;127;156,04;10957;13462,18;493
Morata de Tajuña;2021/12/07 10:45:00;;;19;242,13;1116;14222;915
Robregordo;2021/12/07 10:45:00;;;0;0;5;7692,31;1261
Navarredonda y San Mamés;2021/12/07 10:45:00;;;0;0;21;16279,07;973
Venturada;2021/12/07 10:45:00;;;0;0;201;8969,21;1697
Navacerrada;2021/12/07 10:45:00;;;5;161,76;440;14234,88;936
Montejo de la Sierra;2021/12/07 10:45:00;;;0;0;55;15109,89;881
Fresno de Torote;2021/12/07 10:45:00;;;2;86,99;178;7742,5;571
Pinilla del Valle;2021/12/07 10:45:00;;;0;0;12;6315,79;1126
Valdemaqueda;2021/12/07 10:45:00;;;0;0;97;12516,13;1599
Navas del Rey;2021/12/07 10:45:00;;;4;134,86;394;13283,88;992
Olmeda de las Fuentes;2021/12/07 10:45:00;;;3;867,05;45;13005,78;1013
Bustarviejo;2021/12/07 10:45:00;;;8;317,21;229;9080,1;284
Becerril de la Sierra;2021/12/07 10:45:00;;;11;187,23;835;14212,77;186
Fuenlabrada;2021/12/07 10:45:00;;;258;132,64;27388;14080,22;587
Garganta de los Montes;2021/12/07 10:45:00;;;0;0;34;9018,57;626
Pinto;2021/12/07 10:45:00;;;80;150,02;6060;11364,28;1132
Alameda del Valle;2021/12/07 10:45:00;;;1;490,2;13;6372,55;35
Berzosa del Lozoya;2021/12/07 10:45:00;;;0;0;63;28378,38;203
Los Santos de la Humosa;2021/12/07 10:45:00;;;4;148,48;273;10133,63;1375
El Álamo;2021/12/07 10:45:00;;;18;182,52;1213;12299,74;40
Pelayos de la Presa;2021/12/07 10:45:00;;;10;373,69;352;13153,96;1090
Galapagar;2021/12/07 10:45:00;;;50;144,94;4730;13711,34;611
Griñón;2021/12/07 10:45:00;;;31;297,08;1526;14623,86;663
Gargantilla del Lozoya y Pinilla de Buitrago;2021/12/07 10:45:00;;;0;0;47;15210,36;632
Aldea del Fresno;2021/12/07 10:45:00;;;4;134,54;369;12411,71;88
Carabaña;2021/12/07 10:45:00;;;1;48,05;244;11725,13;357
Talamanca de Jarama;2021/12/07 10:45:00;;;8;199,4;470;11714,86;1454
Chapinería;2021/12/07 10:45:00;;;4;165,7;202;8367,85;513
Ciempozuelos;2021/12/07 10:45:00;;;23;91,62;3025;12049,87;409
Ajalvir;2021/12/07 10:45:00;;;14;296,55;413;8748,15;29
San Lorenzo de El Escorial;2021/12/07 10:45:00;;;39;210,45;2330;12572,85;1317
Gascones;2021/12/07 10:45:00;;;0;0;18;10227,27;647
San Martín de la Vega;2021/12/07 10:45:00;;;17;86,59;2382;12132,63;1322
Móstoles;2021/12/07 10:45:00;;;366;174,03;26778;12732,69;920
Leganés;2021/12/07 10:45:00;;;322;168,49;22848;11955,17;745
Braojos;2021/12/07 10:45:00;;;0;0;36;17475,73;246
Cubas de la Sagra;2021/12/07 10:45:00;;;7;107,05;905;13840,04;506
Algete;2021/12/07 10:45:00;;;50;239,65;3023;14489,07;91
Mejorada del Campo;2021/12/07 10:45:00;;;89;376,5;3010;12733,2;843
Loeches;2021/12/07 10:45:00;;;11;123,64;1019;11453,3;758
Parla;2021/12/07 10:45:00;;;190;142,34;19295;14455,13;1065
Fuentidueña de Tajo;2021/12/07 10:45:00;;;1;46,82;272;12734,08;604
Ambite;2021/12/07 10:45:00;;;0;0;83;13628,9;112
Torremocha de Jarama;2021/12/07 10:45:00;;;0;0;88;8186,05;1533
Anchuelo;2021/12/07 10:45:00;;;4;311,04;99;7698,29;127
Los Molinos;2021/12/07 10:45:00;;;7;157,91;626;14121,36;875
Soto del Real;2021/12/07 10:45:00;;;17;189,29;991;11034,41;1441
Valverde de Alcalá;2021/12/07 10:45:00;;;0;0;58;11646,59;1662
Fuente el Saz de Jarama;2021/12/07 10:45:00;;;10;146,91;1154;16953,14;590
Horcajo de la Sierra-Aoslos;2021/12/07 10:45:00;;;0;0;12;7894,74;702
Valdeolmos-Alalpardo;2021/12/07 10:45:00;;;16;378,07;550;12996,22;1625
Campo Real;2021/12/07 10:45:00;;;6;93,46;872;13582,55;339
Valdeavero;2021/12/07 10:45:00;;;4;251,41;161;10119,42;1564
Villamanrique de Tajo;2021/12/07 10:45:00;;;4;565,77;111;15700,14;1739
Cobeña;2021/12/07 10:45:00;;;63;841,57;1064;14213,2;416
Fresnedillas de la Oliva;2021/12/07 10:45:00;;;4;242,28;227;13749,24;565
Valdilecha;2021/12/07 10:45:00;;;4;134,14;381;12776,66;1659
El Berrueco;2021/12/07 10:45:00;;;1;128,7;86;11068,21;210
Pezuela de las Torres;2021/12/07 10:45:00;;;1;115,34;67;7727,8;1111
Villar del Olmo;2021/12/07 10:45:00;;;0;0;176;8465,61;1795
Guadarrama;2021/12/07 10:45:00;;;22;132,85;2287;13810,39;685
San Martín de Valdeiglesias;2021/12/07 10:45:00;;;12;138,26;1221;14068,44;1338
Torrelodones;2021/12/07 10:45:00;;;101;422,56;3265;13659,94;1527
Boadilla del Monte;2021/12/07 10:45:00;;;188;331,37;6629;11684,35;225
Torrejón de Velasco;2021/12/07 10:45:00;;;10;228;539;12289,1;1505
Villanueva de Perales;2021/12/07 10:45:00;;;3;188,44;163;10238,69;1782
Tielmes;2021/12/07 10:45:00;;;7;255,85;372;13596,49;1467
San Sebastián de los Reyes;2021/12/07 10:45:00;;;177;194,03;12634;13849,43;1343
Guadalix de la Sierra;2021/12/07 10:45:00;;;23;357,14;842;13074,53;679
Humanes de Madrid;2021/12/07 10:45:00;;;43;218,26;2963;15039,85;730
Chinchón;2021/12/07 10:45:00;;;2;36,95;577;10659,52;528
Cadalso de los Vidrios;2021/12/07 10:45:00;;;2;65,64;365;11979;318
Hoyo de Manzanares;2021/12/07 10:45:00;;;20;234,49;1077;12627,51;724
Torrejón de la Calzada;2021/12/07 10:45:00;;;11;119,64;1092;11877,31;1492
Estremera;2021/12/07 10:45:00;;;0;0;171;12818,59;552
Corpa;2021/12/07 10:45:00;;;0;0;55;7607,19;480
Meco;2021/12/07 10:45:00;;;22;149,97;1368;9325,15;838
Madarcos;2021/12/07 10:45:00;;;3;6122,45;10;20408,16;783
Zarzalejo;2021/12/07 10:45:00;;;5;288,35;196;11303,34;1837
Arganda del Rey;2021/12/07 10:45:00;;;96;169,38;6965;12288,72;148
Collado Mediano;2021/12/07 10:45:00;;;9;126,67;763;10738,92;468
Daganzo de Arriba;2021/12/07 10:45:00;;;25;241,85;1119;10825,19;534
Manzanares El Real;2021/12/07 10:45:00;;;22;246,2;996;11145,93;822
Buitrago del Lozoya;2021/12/07 10:45:00;;;3;153,14;309;15773,35;278
Valdelaguna;2021/12/07 10:45:00;;;2;204,29;90;9193,05;1570
Valdepiélagos;2021/12/07 10:45:00;;;0;0;48;7817,59;1631
Casarrubuelos;2021/12/07 10:45:00;;;5;130,04;500;13003,9;360
Miraflores de la Sierra;2021/12/07 10:45:00;;;21;330,08;778;12228,86;856
Paracuellos de Jarama;2021/12/07 10:45:00;;;81;312,54;2937;11332,33;1049
El Vellón;2021/12/07 10:45:00;;;0;0;227;11327,35;1684
Lozoya;2021/12/07 10:45:00;;;0;0;35;6034,48;761
Collado Villalba;2021/12/07 10:45:00;;;145;225,23;9988;15514,62;474
Colmenarejo;2021/12/07 10:45:00;;;12;130,01;1166;12632,72;442
Villavieja del Lozoya;2021/12/07 10:45:00;;;1;381,68;28;10687,02;1821
Prádena del Rincón;2021/12/07 10:45:00;;;0;0;7;5600;1179
La Cabrera;2021/12/07 10:45:00;;;9;328,95;460;16812,87;301
Sevilla la Nueva;2021/12/07 10:45:00;;;26;276,8;1293;13765,57;1415
La Acebeda;2021/12/07 10:45:00;;;0;0;5;7352,94;14
Redueña;2021/12/07 10:45:00;;;0;0;12;4444,44;1219
Robledillo de la Jara;2021/12/07 10:45:00;;;0;0;26;27368,42;1245
La Serna del Monte;2021/12/07 10:45:00;;;0;0;18;20689,66;1381
Colmenar de Oreja;2021/12/07 10:45:00;;;5;61,32;997;12227,13;437
Rozas de Puerto Real;2021/12/07 10:45:00;;;0;0;48;8648,65;1283
Valdemanco;2021/12/07 10:45:00;;;14;1453,79;91;9449,64;1586
Brunete;2021/12/07 10:45:00;;;35;325,28;1314;12211,9;262
Titulcia;2021/12/07 10:45:00;;;1;74,57;149;11111,11;1473
Villa del Prado;2021/12/07 10:45:00;;;2;30,03;1050;15763,4;1718
Lozoyuela-Navas-Sieteiglesias;2021/12/07 10:45:00;;;0;0;167;12462,69;9015
Quijorna;2021/12/07 10:45:00;;;6;169,44;478;13499,01;1198
Valdemoro;2021/12/07 10:45:00;;;189;244,6;8660;11207,45;1610
Tres Cantos;2021/12/07 10:45:00;;;96;198,65;4878;10093,95;9036
Torrelaguna;2021/12/07 10:45:00;;;8;164,81;592;12196,13;1512
Rivas-Vaciamadrid;2021/12/07 10:45:00;;;115;126,41;10205;11217,61;1230
El Atazar;2021/12/07 10:45:00;;;0;0;1;1111,11;164
Pedrezuela;2021/12/07 10:45:00;;;1;16,26;808;13138,21;1087
Santa María de la Alameda;2021/12/07 10:45:00;;;1;75,7;110;8327,02;1356
Horcajuelo de la Sierra;2021/12/07 10:45:00;;;0;0;5;5617,98;719
Arroyomolinos;2021/12/07 10:45:00;;;87;264,16;3347;10162,44;151
Moralzarzal;2021/12/07 10:45:00;;;24;179,99;1808;13559,32;908
Canencia;2021/12/07 10:45:00;;;0;0;40;8948,55;344
Villarejo de Salvanés;2021/12/07 10:45:00;;;16;215,26;1040;13991,66;1809
Serranillos del Valle;2021/12/07 10:45:00;;;7;163,13;564;13143,79;1408
Villaviciosa de Odón;2021/12/07 10:45:00;;;62;220,26;3330;11830,33;1816
Camarma de Esteruelas;2021/12/07 10:45:00;;;11;147,91;674;9062,79;323
Robledo de Chavela;2021/12/07 10:45:00;;;4;91,66;400;9165,9;1258
Patones;2021/12/07 10:45:00;;;0;0;38;7050,09;1071
Navalagamella;2021/12/07 10:45:00;;;0;0;298;11300,72;954
Rascafría;2021/12/07 10:45:00;;;2;115,94;167;9681,16;1202
El Boalo;2021/12/07 10:45:00;;;18;234,89;1003;13088,87;231
Majadahonda;2021/12/07 10:45:00;;;123;170,47;10577;14658,72;800
Batres;2021/12/07 10:45:00;;;4;228,57;127;7257,14;170
Alcobendas;2021/12/07 10:45:00;;;201;169,74;18058;15249,5;66
Alcalá de Henares;2021/12/07 10:45:00;;;327;165,52;22288;11281,52;53
Colmenar Viejo;2021/12/07 10:45:00;;;105;202,16;6494;12503,37;455
San Fernando de Henares;2021/12/07 10:45:00;;;53;133,95;5505;13913,46;1300
Villalbilla;2021/12/07 10:45:00;;;14;97,28;1293;8984,16;1723
El Escorial;2021/12/07 10:45:00;;;21;128,32;1940;11854,57;549
Colmenar del Arroyo;2021/12/07 10:45:00;;;1;56,02;194;10868,35;421
Torrejón de Ardoz;2021/12/07 10:45:00;;;209;157,32;17335;13048,26;1489
Piñuécar-Gandullas;2021/12/07 10:45:00;;;0;0;14;7821,23;1147
Brea de Tajo;2021/12/07 10:45:00;;;0;0;115;22727,27;259
El Molar;2021/12/07 10:45:00;;;11;118,45;1179;12695,17;869
Belmonte de Tajo;2021/12/07 10:45:00;;;3;178,25;182;10814,02;199
Torres de la Alameda;2021/12/07 10:45:00;;;41;523,43;944;12051,58;1548
Somosierra;2021/12/07 10:45:00;;;0;0;10;11494,25;1436
Alpedrete;2021/12/07 10:45:00;;;47;316,73;1957;13188,22;105
Orusco de Tajuña;2021/12/07 10:45:00;;;3;231,66;154;11891,89;1028
La Hiruela;2021/12/07 10:45:00;;;0;0;6;9230,77;698
Cervera de Buitrago;2021/12/07 10:45:00;;;0;0;22;13580,25;395
Getafe;2021/12/07 10:45:00;;;448;241,93;23948;12932,28;650
Ribatejada;2021/12/07 10:45:00;;;0;0;91;11360,8;1224
Villaconejos;2021/12/07 10:45:00;;;1;29,22;489;14289,89;1701
Valdetorres de Jarama;2021/12/07 10:45:00;;;5;109,15;451;9845,01;1646
Pozuelo de Alarcón;2021/12/07 10:45:00;;;153;175,53;11617;13327,6;1150
Madrid-Retiro;2021/11/30 10:34:00;;;135;112,16;15424;12814,89;79603
Madrid-Salamanca;2021/11/30 10:34:00;;;197;133,25;20785;14059,02;79604
Madrid-Centro;2021/11/30 10:34:00;;;157;111,72;20791;14795,34;79601
Madrid-Arganzuela;2021/11/30 10:34:00;;;227;145,84;20306;13046,1;79602
Madrid-Chamartín;2021/11/30 10:34:00;;;205;138,94;20053;13590,74;79605
Madrid-Tetuán;2021/11/30 10:34:00;;;122;75,59;21551;13353,45;79606
Madrid-Chamberí;2021/11/30 10:34:00;;;200;142,01;20729;14718,75;79607
Madrid-Fuencarral-El Pardo;2021/11/30 10:34:00;;;368;147,25;30334;12138,02;79608
Madrid-Moncloa-Aravaca;2021/11/30 10:34:00;;;177;145,48;17751;14590,18;79609
Madrid-Latina;2021/11/30 10:34:00;;;231;95,39;30979;12793,15;79610
Madrid-Carabanchel;2021/11/30 10:34:00;;;261;100,3;35719;13726,46;79611
Madrid-Usera;2021/11/30 10:34:00;;;180;125,81;20872;14588,36;79612
Madrid-Puente de Vallecas;2021/11/30 10:34:00;;;236;97,96;39525;16406,81;79613
Madrid-San Blas - Canillejas;2021/11/30 10:34:00;;;199;123,48;20654;12815,36;79620
Madrid-Barajas;2021/11/30 10:34:00;;;68;136,05;6158;12320,19;79621
Madrid-Moratalaz;2021/11/30 10:34:00;;;117;122,43;12923;13522,45;79614
Madrid-Ciudad Lineal;2021/11/30 10:34:00;;;318;144,62;29908;13601,28;79615
Madrid-Hortaleza;2021/11/30 10:34:00;;;281;145,43;23531;12178,03;79616
Madrid-Villaverde;2021/11/30 10:34:00;;;183;118,55;22117;14327,17;79617
Madrid-Villa de Vallecas;2021/11/30 10:34:00;;;141;123,19;14887;13007,09;79618
Madrid-Vicálvaro;2021/11/30 10:34:00;;;105;141,88;9237;12481,76;79619
Alcorcón;2021/11/30 10:34:00;;;211;122,4;20717;12017,94;72
Navalcarnero;2021/11/30 10:34:00;;;15;50,03;3373;11248,96;967
San Agustín del Guadalix;2021/11/30 10:34:00;;;19;141,1;1826;13560,08;1296
Las Rozas de Madrid;2021/11/30 10:34:00;;;148;153,99;11609;12078,49;1277
Moraleja de Enmedio;2021/11/30 10:34:00;;;5;96,15;761;14634,62;894
Valdaracete;2021/11/30 10:34:00;;;12;1983,47;91;15041,32;1551
Pozuelo del Rey;2021/11/30 10:34:00;;;3;255,97;107;9129,69;1163
Puebla de la Sierra;2021/11/30 10:34:00;;;0;0;20;27397,26;1185
Perales de Tajuña;2021/11/30 10:34:00;;;0;0;372;12441,47;1104
Valdemorillo;2021/11/30 10:34:00;;;22;172,25;1266;9912,31;1603
Navalafuente;2021/11/30 10:34:00;;;11;727,99;168;11118,46;941
Velilla de San Antonio;2021/11/30 10:34:00;;;12;96,93;1594;12875,61;1678
Villanueva de la Cañada;2021/11/30 10:34:00;;;23;104;2915;13181,1;1760
Villanueva del Pardillo;2021/11/30 10:34:00;;;15;86,23;2210;12704,07;1776
Nuevo Baztán;2021/11/30 10:34:00;;;9;139,45;678;10505,11;1006
Villamantilla;2021/11/30 10:34:00;;;1;67,48;142;9581,65;1757
Villamanta;2021/11/30 10:34:00;;;0;0;295;11324,38;1744
Cabanillas de la Sierra;2021/11/30 10:34:00;;;1;127,39;106;13503,18;297
Cenicientos;2021/11/30 10:34:00;;;0;0;253;12414,13;376
Puentes Viejas;2021/11/30 10:34:00;;;1;143,06;62;8869,81;9020
Aranjuez;2021/11/30 10:34:00;;;42;69,61;8206;13601,41;133
Cercedilla;2021/11/30 10:34:00;;;21;291,46;1005;13948,65;382
Santorcaz;2021/11/30 10:34:00;;;0;0;72;8008,9;1369
Coslada;2021/11/30 10:34:00;;;132;162,18;10913;13408,12;493
Morata de Tajuña;2021/11/30 10:34:00;;;9;114,69;1099;14005,35;915
Robregordo;2021/11/30 10:34:00;;;0;0;5;7692,31;1261
Navarredonda y San Mamés;2021/11/30 10:34:00;;;0;0;21;16279,07;973
Venturada;2021/11/30 10:34:00;;;0;0;201;8969,21;1697
Navacerrada;2021/11/30 10:34:00;;;2;64,7;437;14137,82;936
Montejo de la Sierra;2021/11/30 10:34:00;;;1;274,73;55;15109,89;881
Fresno de Torote;2021/11/30 10:34:00;;;3;130,49;177;7699;571
Pinilla del Valle;2021/11/30 10:34:00;;;0;0;12;6315,79;1126
Valdemaqueda;2021/11/30 10:34:00;;;0;0;97;12516,13;1599
Navas del Rey;2021/11/30 10:34:00;;;7;236,01;392;13216,45;992
Olmeda de las Fuentes;2021/11/30 10:34:00;;;4;1156,07;45;13005,78;1013
Bustarviejo;2021/11/30 10:34:00;;;1;39,65;225;8921,49;284
Becerril de la Sierra;2021/11/30 10:34:00;;;8;136,17;828;14093,62;186
Fuenlabrada;2021/11/30 10:34:00;;;214;110,02;27240;14004,13;587
Garganta de los Montes;2021/11/30 10:34:00;;;0;0;34;9018,57;626
Pinto;2021/11/30 10:34:00;;;68;127,52;6018;11285,51;1132
Alameda del Valle;2021/11/30 10:34:00;;;0;0;12;5882,35;35
Berzosa del Lozoya;2021/11/30 10:34:00;;;0;0;63;28378,38;203
Los Santos de la Humosa;2021/11/30 10:34:00;;;1;37,12;270;10022,27;1375
El Álamo;2021/11/30 10:34:00;;;4;40,56;1199;12157,78;40
Pelayos de la Presa;2021/11/30 10:34:00;;;7;261,58;345;12892,38;1090
Galapagar;2021/11/30 10:34:00;;;60;173,93;4704;13635,97;611
Griñón;2021/11/30 10:34:00;;;26;249,16;1510;14470,53;663
Gargantilla del Lozoya y Pinilla de Buitrago;2021/11/30 10:34:00;;;0;0;47;15210,36;632
Aldea del Fresno;2021/11/30 10:34:00;;;1;33,64;366;12310,8;88
Carabaña;2021/11/30 10:34:00;;;1;48,05;243;11677,08;357
Talamanca de Jarama;2021/11/30 10:34:00;;;8;199,4;465;11590,23;1454
Chapinería;2021/11/30 10:34:00;;;2;82,85;199;8243,58;513
Ciempozuelos;2021/11/30 10:34:00;;;32;127,47;3021;12033,94;409
Ajalvir;2021/11/30 10:34:00;;;0;0;398;8430,42;29
San Lorenzo de El Escorial;2021/11/30 10:34:00;;;22;118,71;2310;12464,93;1317
Gascones;2021/11/30 10:34:00;;;0;0;18;10227,27;647
San Martín de la Vega;2021/11/30 10:34:00;;;31;157,9;2374;12091,89;1322
Móstoles;2021/11/30 10:34:00;;;271;128,86;26579;12638,07;920
Leganés;2021/11/30 10:34:00;;;247;129,24;22686;11870,4;745
Braojos;2021/11/30 10:34:00;;;3;1456,31;36;17475,73;246
Cubas de la Sagra;2021/11/30 10:34:00;;;9;137,64;902;13794,16;506
